1.81833E-02,1.88817E-02,1.94442E-02,1.99736E-02,2.04976E-02,2.09852E-02,2.14016E-02,2.17191E-02,2.19132E-02,2.19879E-02,2.19987E-02,2.19878E-02,2.19090E-02,2.16938E-02,2.13292E-02,2.08502E-02,2.03036E-02,1.97301E-02,1.91577E-02,1.86035E-02,1.80761E-02
2.18320E-02,2.27324E-02,2.34936E-02,2.42452E-02,2.50296E-02,2.58074E-02,2.65227E-02,2.71170E-02,2.75183E-02,2.76912E-02,2.77214E-02,2.76909E-02,2.75091E-02,2.70672E-02,2.63951E-02,2.55916E-02,2.47427E-02,2.39055E-02,2.31105E-02,2.23713E-02,2.16906E-02
2.48153E-02,2.58826E-02,2.68233E-02,2.77920E-02,2.88529E-02,2.99696E-02,3.10741E-02,3.20793E-02,3.28402E-02,3.32126E-02,3.32866E-02,3.32119E-02,3.28213E-02,3.19904E-02,3.08721E-02,2.96592E-02,2.84700E-02,2.73623E-02,2.63561E-02,2.54527E-02,2.46438E-02
2.67358E-02,2.79010E-02,2.89647E-02,3.01005E-02,3.13978E-02,3.28391E-02,3.43657E-02,3.58868E-02,3.71904E-02,3.79348E-02,3.81044E-02,3.79333E-02,3.71553E-02,3.57449E-02,3.40801E-02,3.24388E-02,3.09368E-02,2.96072E-02,2.84446E-02,2.74308E-02,2.65433E-02
2.74199E-02,2.86018E-02,2.97131E-02,3.09360E-02,3.23833E-02,3.40681E-02,3.59652E-02,3.80232E-02,4.00234E-02,4.13865E-02,4.17564E-02,4.13834E-02,3.99647E-02,3.78215E-02,3.56037E-02,3.36026E-02,3.18796E-02,3.04185E-02,2.91803E-02,2.81250E-02,2.72166E-02
2.73345E-02,2.84720E-02,2.95673E-02,3.08023E-02,3.23055E-02,3.41236E-02,3.62786E-02,3.87970E-02,4.15522E-02,4.38147E-02,4.45787E-02,4.38089E-02,4.14642E-02,3.85391E-02,3.58625E-02,3.36275E-02,3.17978E-02,3.02982E-02,2.90563E-02,2.80144E-02,2.71270E-02
2.68604E-02,2.79262E-02,2.89720E-02,3.01732E-02,3.16654E-02,3.35225E-02,3.58118E-02,3.86534E-02,4.21005E-02,4.54922E-02,4.69624E-02,4.54820E-02,4.19817E-02,3.83513E-02,3.53670E-02,3.30269E-02,3.11834E-02,2.97077E-02,2.85029E-02,2.75001E-02,2.66489E-02
2.63056E-02,2.72976E-02,2.82855E-02,2.94355E-02,3.08823E-02,3.27175E-02,3.50405E-02,3.80540E-02,4.20306E-02,4.66375E-02,4.92347E-02,4.66217E-02,4.18840E-02,3.77231E-02,3.45891E-02,3.22445E-02,3.04439E-02,2.90212E-02,2.78660E-02,2.69049E-02,2.60872E-02
2.57581E-02,2.66880E-02,2.76254E-02,2.87273E-02,3.01223E-02,3.19096E-02,3.42039E-02,3.72628E-02,4.15625E-02,4.72860E-02,5.14633E-02,4.72639E-02,4.13942E-02,3.69172E-02,3.37609E-02,3.14710E-02,2.97350E-02,2.83679E-02,2.72553E-02,2.63251E-02,2.55284E-02
2.51987E-02,2.60857E-02,2.69899E-02,2.80606E-02,2.94183E-02,3.11631E-02,3.34090E-02,3.64369E-02,4.08726E-02,4.74671E-02,5.35757E-02,4.74387E-02,4.06894E-02,3.60854E-02,3.29805E-02,3.07614E-02,2.90819E-02,2.77531E-02,2.66639E-02,2.57457E-02,2.49533E-02
