1.81833E-02,1.84076E-02,1.86208E-02,1.88213E-02,1.90033E-02,1.91747E-02,1.93368E-02,1.94979E-02,1.96571E-02,1.98147E-02,1.99736E-02,2.01327E-02,2.02912E-02,2.04469E-02,2.05994E-02,2.07486E-02,2.08923E-02,2.10304E-02,2.11619E-02,2.12858E-02,2.14016E-02,2.15085E-02,2.16058E-02,2.16926E-02,2.17683E-02,2.18324E-02,2.18848E-02,2.19255E-02,2.19554E-02,2.19756E-02,2.19879E-02,2.19944E-02,2.19972E-02,2.19984E-02,2.19981E-02,2.19966E-02,2.19927E-02,2.19844E-02,2.19691E-02,2.19447E-02,2.19090E-02,2.18606E-02,2.17985E-02,2.17224E-02,2.16322E-02,2.15289E-02,2.14129E-02,2.12859E-02,2.11489E-02,2.10032E-02,2.08502E-02,2.06917E-02,2.05275E-02,2.03602E-02,2.01909E-02,2.00184E-02,1.98456E-02,1.96736E-02,1.95006E-02,1.93297E-02,1.91577E-02,1.89888E-02,1.88238E-02,1.86589E-02,1.84960E-02,1.83367E-02,1.81779E-02
2.18320E-02,2.21159E-02,2.23908E-02,2.26526E-02,2.28938E-02,2.31243E-02,2.33455E-02,2.35682E-02,2.37914E-02,2.40157E-02,2.42452E-02,2.44786E-02,2.47151E-02,2.49516E-02,2.51876E-02,2.54233E-02,2.56550E-02,2.58824E-02,2.61042E-02,2.63180E-02,2.65227E-02,2.67168E-02,2.68983E-02,2.70651E-02,2.72151E-02,2.73461E-02,2.74567E-02,2.75456E-02,2.76131E-02,2.76607E-02,2.76912E-02,2.77085E-02,2.77170E-02,2.77207E-02,2.77198E-02,2.77149E-02,2.77039E-02,2.76822E-02,2.76453E-02,2.75886E-02,2.75091E-02,2.74050E-02,2.72760E-02,2.71233E-02,2.69483E-02,2.67545E-02,2.65436E-02,2.63195E-02,2.60843E-02,2.58410E-02,2.55916E-02,2.53392E-02,2.50834E-02,2.48280E-02,2.45743E-02,2.43205E-02,2.40704E-02,2.38253E-02,2.35824E-02,2.33456E-02,2.31105E-02,2.28824E-02,2.26619E-02,2.24440E-02,2.22309E-02,2.20244E-02,2.18205E-02
2.48153E-02,2.51464E-02,2.54723E-02,2.57860E-02,2.60787E-02,2.63619E-02,2.66371E-02,2.69175E-02,2.72021E-02,2.74917E-02,2.77920E-02,2.81017E-02,2.84205E-02,2.87446E-02,2.90739E-02,2.94088E-02,2.97448E-02,3.00815E-02,3.04171E-02,3.07486E-02,3.10741E-02,3.13915E-02,3.16970E-02,3.19870E-02,3.22569E-02,3.25015E-02,3.27163E-02,3.28961E-02,3.30385E-02,3.31429E-02,3.32126E-02,3.32539E-02,3.32753E-02,3.32849E-02,3.32826E-02,3.32699E-02,3.32426E-02,3.31918E-02,3.31085E-02,3.29861E-02,3.28213E-02,3.26147E-02,3.23692E-02,3.20903E-02,3.17828E-02,3.14544E-02,3.11090E-02,3.07532E-02,3.03905E-02,3.00248E-02,2.96592E-02,2.92972E-02,2.89380E-02,2.85861E-02,2.82425E-02,2.79044E-02,2.75762E-02,2.72589E-02,2.69485E-02,2.66495E-02,2.63561E-02,2.60743E-02,2.58045E-02,2.55403E-02,2.52841E-02,2.50379E-02,2.47967E-02
2.67358E-02,2.70925E-02,2.74482E-02,2.77937E-02,2.81196E-02,2.84382E-02,2.87512E-02,2.90734E-02,2.94038E-02,2.97439E-02,3.01005E-02,3.04730E-02,3.08615E-02,3.12625E-02,3.16763E-02,3.21044E-02,3.25417E-02,3.29886E-02,3.34435E-02,3.39031E-02,3.43657E-02,3.48291E-02,3.52888E-02,3.57397E-02,3.61751E-02,3.65862E-02,3.69636E-02,3.72954E-02,3.75717E-02,3.77852E-02,3.79348E-02,3.80276E-02,3.80774E-02,3.81003E-02,3.80948E-02,3.80645E-02,3.80018E-02,3.78894E-02,3.77136E-02,3.74683E-02,3.71553E-02,3.67827E-02,3.63613E-02,3.59041E-02,3.54206E-02,3.49233E-02,3.44178E-02,3.39129E-02,3.34122E-02,3.29200E-02,3.24388E-02,3.19721E-02,3.15176E-02,3.10798E-02,3.06589E-02,3.02506E-02,2.98595E-02,2.94858E-02,2.91243E-02,2.87796E-02,2.84446E-02,2.81255E-02,2.78224E-02,2.75278E-02,2.72443E-02,2.69734E-02,2.67098E-02
2.74199E-02,2.77776E-02,2.81386E-02,2.84915E-02,2.88274E-02,2.91587E-02,2.94874E-02,2.98285E-02,3.01814E-02,3.05479E-02,3.09360E-02,3.13456E-02,3.17777E-02,3.22295E-02,3.27021E-02,3.31981E-02,3.37130E-02,3.42482E-02,3.48034E-02,3.53758E-02,3.59652E-02,3.65707E-02,3.71885E-02,3.78142E-02,3.84408E-02,3.90574E-02,3.96508E-02,4.02010E-02,4.06871E-02,4.10874E-02,4.13865E-02,4.15832E-02,4.16941E-02,4.17469E-02,4.17339E-02,4.16650E-02,4.15274E-02,4.12936E-02,4.09503E-02,4.05017E-02,3.99647E-02,3.93622E-02,3.87163E-02,3.80478E-02,3.73695E-02,3.66971E-02,3.60353E-02,3.53928E-02,3.47716E-02,3.41746E-02,3.36026E-02,3.30576E-02,3.25355E-02,3.20399E-02,3.15696E-02,3.11189E-02,3.06918E-02,3.02875E-02,2.99002E-02,2.95336E-02,2.91803E-02,2.88459E-02,2.85300E-02,2.82251E-02,2.79330E-02,2.76552E-02,2.73862E-02
2.73345E-02,2.76758E-02,2.80233E-02,2.83647E-02,2.86920E-02,2.90173E-02,2.93427E-02,2.96825E-02,3.00366E-02,3.04071E-02,3.08023E-02,3.12227E-02,3.16704E-02,3.21432E-02,3.26435E-02,3.31748E-02,3.37337E-02,3.43229E-02,3.49437E-02,3.55949E-02,3.62786E-02,3.69964E-02,3.77472E-02,3.85299E-02,3.93403E-02,4.01693E-02,4.10043E-02,4.18209E-02,4.25886E-02,4.32670E-02,4.38147E-02,4.42042E-02,4.44393E-02,4.45570E-02,4.45278E-02,4.43763E-02,4.40905E-02,4.36398E-02,4.30287E-02,4.22895E-02,4.14642E-02,4.05927E-02,3.97059E-02,3.88283E-02,3.79717E-02,3.71500E-02,3.63642E-02,3.56202E-02,3.49163E-02,3.42527E-02,3.36275E-02,3.30405E-02,3.24857E-02,3.19650E-02,3.14760E-02,3.10119E-02,3.05756E-02,3.01655E-02,2.97754E-02,2.94082E-02,2.90563E-02,2.87247E-02,2.84126E-02,2.81126E-02,2.78262E-02,2.75545E-02,2.72922E-02
2.68604E-02,2.71779E-02,2.75039E-02,2.78247E-02,2.81343E-02,2.84439E-02,2.87558E-02,2.90831E-02,2.94260E-02,2.97867E-02,3.01732E-02,3.05869E-02,3.10303E-02,3.15024E-02,3.20060E-02,3.25456E-02,3.31189E-02,3.37299E-02,3.43812E-02,3.50737E-02,3.58118E-02,3.66004E-02,3.74422E-02,3.83410E-02,3.92985E-02,4.03118E-02,4.13747E-02,4.24664E-02,4.35548E-02,4.45870E-02,4.54922E-02,4.61974E-02,4.66632E-02,4.69142E-02,4.68505E-02,4.65343E-02,4.59844E-02,4.51941E-02,4.42152E-02,4.31220E-02,4.19817E-02,4.08440E-02,3.97399E-02,3.86894E-02,3.76977E-02,3.67726E-02,3.59089E-02,3.51075E-02,3.43625E-02,3.36704E-02,3.30269E-02,3.24294E-02,3.18702E-02,3.13497E-02,3.08643E-02,3.04067E-02,2.99788E-02,2.95783E-02,2.91989E-02,2.88428E-02,2.85029E-02,2.81832E-02,2.78825E-02,2.75942E-02,2.73194E-02,2.70587E-02,2.68074E-02
2.63056E-02,2.65996E-02,2.69036E-02,2.72025E-02,2.74926E-02,2.77842E-02,2.80800E-02,2.83913E-02,2.87186E-02,2.90642E-02,2.94355E-02,2.98343E-02,3.02636E-02,3.07230E-02,3.12160E-02,3.17471E-02,3.23153E-02,3.29251E-02,3.35802E-02,3.42833E-02,3.50405E-02,3.58597E-02,3.67477E-02,3.77135E-02,3.87658E-02,3.99106E-02,4.11529E-02,4.24835E-02,4.38811E-02,4.52949E-02,4.66375E-02,4.77876E-02,4.86310E-02,4.91325E-02,4.90007E-02,4.83883E-02,4.74275E-02,4.61819E-02,4.47735E-02,4.33150E-02,4.18840E-02,4.05252E-02,3.92582E-02,3.80916E-02,3.70195E-02,3.60411E-02,3.51444E-02,3.43250E-02,3.35728E-02,3.28816E-02,3.22445E-02,3.16572E-02,3.11110E-02,3.06051E-02,3.01351E-02,2.96936E-02,2.92817E-02,2.88967E-02,2.85328E-02,2.81914E-02,2.78660E-02,2.75597E-02,2.72714E-02,2.69950E-02,2.67315E-02,2.64812E-02,2.62399E-02
2.57581E-02,2.60325E-02,2.63181E-02,2.65983E-02,2.68715E-02,2.71476E-02,2.74293E-02,2.77264E-02,2.80396E-02,2.83710E-02,2.87273E-02,2.91106E-02,2.95240E-02,2.99679E-02,3.04456E-02,3.09619E-02,3.15162E-02,3.21132E-02,3.27571E-02,3.34515E-02,3.42039E-02,3.50240E-02,3.59218E-02,3.69106E-02,3.80058E-02,3.92223E-02,4.05780E-02,4.20802E-02,4.37278E-02,4.54897E-02,4.72860E-02,4.89695E-02,5.03441E-02,5.12612E-02,5.10096E-02,4.99315E-02,4.84235E-02,4.66598E-02,4.48263E-02,4.30495E-02,4.13942E-02,3.98850E-02,3.85220E-02,3.72983E-02,3.61961E-02,3.52063E-02,3.43107E-02,3.35005E-02,3.27627E-02,3.20890E-02,3.14710E-02,3.09033E-02,3.03768E-02,2.98900E-02,2.94380E-02,2.90140E-02,2.86182E-02,2.82480E-02,2.78979E-02,2.75689E-02,2.72553E-02,2.69595E-02,2.66802E-02,2.64124E-02,2.61565E-02,2.59128E-02,2.56779E-02
2.51987E-02,2.54591E-02,2.57325E-02,2.59997E-02,2.62614E-02,2.65271E-02,2.67998E-02,2.70879E-02,2.73920E-02,2.77143E-02,2.80606E-02,2.84332E-02,2.88353E-02,2.92677E-02,2.97336E-02,3.02372E-02,3.07786E-02,3.13621E-02,3.19917E-02,3.26714E-02,3.34090E-02,3.42151E-02,3.51015E-02,3.60846E-02,3.71843E-02,3.84231E-02,3.98300E-02,4.14290E-02,4.32429E-02,4.52717E-02,4.74671E-02,4.96927E-02,5.17024E-02,5.32122E-02,5.27782E-02,5.10744E-02,4.89482E-02,4.66839E-02,4.44943E-02,4.24854E-02,4.06894E-02,3.91018E-02,3.77016E-02,3.64663E-02,3.53688E-02,3.43927E-02,3.35162E-02,3.27271E-02,3.20113E-02,3.13590E-02,3.07614E-02,3.02124E-02,2.97033E-02,2.92320E-02,2.87937E-02,2.83821E-02,2.79970E-02,2.76359E-02,2.72939E-02,2.69715E-02,2.66639E-02,2.63728E-02,2.60969E-02,2.58321E-02,2.55785E-02,2.53363E-02,2.51026E-02
2.46199E-02,2.48716E-02,2.51389E-02,2.53989E-02,2.56547E-02,2.59156E-02,2.61849E-02,2.64697E-02,2.67709E-02,2.70904E-02,2.74334E-02,2.78023E-02,2.82003E-02,2.86285E-02,2.90899E-02,2.95883E-02,3.01237E-02,3.06999E-02,3.13204E-02,3.19890E-02,3.27131E-02,3.35033E-02,3.43720E-02,3.53369E-02,3.64206E-02,3.76503E-02,3.90628E-02,4.06958E-02,4.25932E-02,4.47880E-02,4.72768E-02,4.99680E-02,5.26187E-02,5.48429E-02,5.41744E-02,5.17607E-02,4.90442E-02,4.63722E-02,4.39347E-02,4.17906E-02,3.99307E-02,3.83217E-02,3.69239E-02,3.57036E-02,3.46270E-02,3.36736E-02,3.28196E-02,3.20513E-02,3.13543E-02,3.07184E-02,3.01349E-02,2.95976E-02,2.90984E-02,2.86349E-02,2.82025E-02,2.77957E-02,2.74140E-02,2.70547E-02,2.67139E-02,2.63915E-02,2.60836E-02,2.57912E-02,2.55133E-02,2.52462E-02,2.49901E-02,2.47448E-02,2.45080E-02
2.40056E-02,2.42521E-02,2.45176E-02,2.47750E-02,2.50292E-02,2.52895E-02,2.55597E-02,2.58458E-02,2.61489E-02,2.64709E-02,2.68164E-02,2.71878E-02,2.75884E-02,2.80197E-02,2.84844E-02,2.89857E-02,2.95238E-02,3.01014E-02,3.07215E-02,3.13875E-02,3.21058E-02,3.28864E-02,3.37415E-02,3.46886E-02,3.57512E-02,3.69587E-02,3.83520E-02,3.99771E-02,4.18934E-02,4.41608E-02,4.68203E-02,4.98414E-02,5.30332E-02,5.59777E-02,5.50576E-02,5.19702E-02,4.87834E-02,4.58395E-02,4.32687E-02,4.10730E-02,3.92053E-02,3.76095E-02,3.62335E-02,3.50369E-02,3.39830E-02,3.30492E-02,3.22117E-02,3.14566E-02,3.07696E-02,3.01411E-02,2.95625E-02,2.90279E-02,2.85300E-02,2.80661E-02,2.76320E-02,2.72228E-02,2.68377E-02,2.64743E-02,2.61290E-02,2.58017E-02,2.54888E-02,2.51910E-02,2.49073E-02,2.46346E-02,2.43729E-02,2.41219E-02,2.38797E-02
2.33264E-02,2.35695E-02,2.38356E-02,2.40930E-02,2.43482E-02,2.46103E-02,2.48838E-02,2.51737E-02,2.54815E-02,2.58091E-02,2.61607E-02,2.65389E-02,2.69469E-02,2.73865E-02,2.78604E-02,2.83713E-02,2.89193E-02,2.95065E-02,3.01353E-02,3.08082E-02,3.15309E-02,3.23122E-02,3.31635E-02,3.41017E-02,3.51495E-02,3.63366E-02,3.77046E-02,3.93037E-02,4.12009E-02,4.34735E-02,4.61960E-02,4.93959E-02,5.29576E-02,5.64998E-02,5.53581E-02,5.17455E-02,4.82587E-02,4.51812E-02,4.25705E-02,4.03794E-02,3.85334E-02,3.69631E-02,3.56106E-02,3.44328E-02,3.33933E-02,3.24689E-02,3.16371E-02,3.08842E-02,3.01970E-02,2.95660E-02,2.89834E-02,2.84434E-02,2.79394E-02,2.74686E-02,2.70271E-02,2.66106E-02,2.62178E-02,2.58465E-02,2.54936E-02,2.51585E-02,2.48384E-02,2.45335E-02,2.42425E-02,2.39632E-02,2.36950E-02,2.34378E-02,2.31897E-02
